Date,Usage Clicks
2024-10-03,2526
2024-10-04,2651
2024-10-05,2989
2024-10-06,3143
2024-10-07,2864
2024-10-08,2714
2024-10-09,2610
2024-10-10,2786
2024-10-11,2742
2024-10-12,3069
2024-10-13,3182
2024-10-14,2674
2024-10-15,2388
2024-10-16,2490
2024-10-17,2689
2024-10-18,2731
2024-10-19,2953
2024-10-20,3004
2024-10-21,2416
2024-10-22,2732
2024-10-23,2586
2024-10-24,2780
2024-10-25,2765
2024-10-26,3201
2024-10-27,3469
2024-10-28,2911
2024-10-29,3182
2024-10-30,3126
2024-10-31,2922
2024-11-01,3272
2024-11-02,3478
2024-11-03,3590
2024-11-04,2968
2024-11-05,3001
2024-11-06,2888
2024-11-07,2855
2024-11-08,3061
2024-11-09,3495
2024-11-10,3426
2024-11-11,2972
2024-11-12,2900
2024-11-13,2990
2024-11-14,3072
2024-11-15,3165
2024-11-16,3475
2024-11-17,3636
2024-11-18,3083
2024-11-19,3118
2024-11-20,3285
2024-11-21,2854
2024-11-22,3152
2024-11-23,3609
2024-11-24,3570
2024-11-25,2982
2024-11-26,3070
2024-11-27,3186
2024-11-28,3124
2024-11-29,3116
2024-11-30,3347
2024-12-01,3454
2024-12-02,2959
2024-12-03,3007
2024-12-04,3003
2024-12-05,2756
2024-12-06,3171
2024-12-07,3507
2024-12-08,3594
2024-12-09,3130
2024-12-10,3273
2024-12-11,3138
2024-12-12,3297
2024-12-13,2991
2024-12-14,3542
2024-12-15,3633
2024-12-16,3244
2024-12-17,3308
2024-12-18,3160
2024-12-19,3002
2024-12-20,3116
2024-12-21,3754
2024-12-22,3866
2024-12-23,3630
2024-12-24,3519
2024-12-25,4788
2024-12-26,5361
2024-12-27,4676
2024-12-28,4554
2024-12-29,4738
2024-12-30,4450
2024-12-31,4051
2025-01-01,3943
2025-01-02,4015
2025-01-03,4205
2025-01-04,4378
2025-01-05,4543
2025-01-06,4007
2025-01-07,3714
2025-01-08,3698
2025-01-09,3807
2025-01-10,4233
2025-01-11,4708
2025-01-12,4773
2025-01-13,3714
2025-01-14,3800
2025-01-15,3751
2025-01-16,3620
2025-01-17,3572
2025-01-18,4486
2025-01-19,4522
2025-01-20,3920
2025-01-21,3613
2025-01-22,3807
2025-01-23,3873
2025-01-24,3983
2025-01-25,4378
2025-01-26,4430
2025-01-27,3955
2025-01-28,3745
2025-01-29,3758
2025-01-30,3582
2025-01-31,3617
2025-02-01,4462
2025-02-02,4421
2025-02-03,3579
2025-02-04,4064
2025-02-05,3790
2025-02-06,3751
2025-02-07,3788
2025-02-08,4583
2025-02-09,4486
2025-02-10,3639
2025-02-11,3854
2025-02-12,3817
2025-02-13,4031
2025-02-14,4073
2025-02-15,4613
2025-02-16,4653
2025-02-17,4165
2025-02-18,3960
2025-02-19,3857
2025-02-20,3900
2025-02-21,3978
2025-02-22,4280
2025-02-23,4274
2025-02-24,3681
2025-02-25,3773
2025-02-26,3839
2025-02-27,3612
2025-02-28,3919
2025-03-01,4698
2025-03-02,4654
2025-03-03,3995
2025-03-04,3966
2025-03-05,4013
2025-03-06,3970
2025-03-07,4092
2025-03-08,4583
2025-03-09,4545
2025-03-10,3864
2025-03-11,3850
2025-03-12,4070
2025-03-13,3839
2025-03-14,4163
2025-03-15,4791
2025-03-16,4654
2025-03-17,3741
2025-03-18,3783
2025-03-19,3685
2025-03-20,3577
2025-03-21,3985
2025-03-22,4304
2025-03-23,4618
2025-03-24,4052
2025-03-25,3815
2025-03-26,3831
2025-03-27,4046
2025-03-28,4018
2025-03-29,4456
2025-03-30,4322
2025-03-31,3926
2025-04-01,3890
2025-04-02,3653
2025-04-03,3567
2025-04-04,3638
2025-04-05,4088
2025-04-06,4235
2025-04-07,3674
2025-04-08,3692
2025-04-09,3691
2025-04-10,3586
2025-04-11,3737
2025-04-12,3847
2025-04-13,4250
2025-04-14,3581
2025-04-15,3882
2025-04-16,3546
2025-04-17,3716
2025-04-18,4152
2025-04-19,3814
2025-04-20,3740
2025-04-21,3819
2025-04-22,3246
2025-04-23,3478
2025-04-24,3443
2025-04-25,3477
2025-04-26,3847
2025-04-27,3834
2025-04-28,3193
2025-04-29,3401
2025-04-30,3238
2025-05-01,3585
2025-05-02,3454
2025-05-03,4030
2025-05-04,4199
2025-05-05,3432
2025-05-06,3686
2025-05-07,3450
2025-05-08,3389
2025-05-09,3684
2025-05-10,3993
2025-05-11,3783
2025-05-12,3358
2025-05-13,3490
2025-05-14,3601
2025-05-15,3386
2025-05-16,3585
2025-05-17,3797
2025-05-18,3740
2025-05-19,3415
2025-05-20,3481
2025-05-21,3367
2025-05-22,3678
2025-05-23,3485
2025-05-24,4052
2025-05-25,3912
2025-05-26,3486
2025-05-27,3626
2025-05-28,3497
2025-05-29,3554
2025-05-30,3251
2025-05-31,3757
2025-06-01,3693
2025-06-02,3203
2025-06-03,3199
2025-06-04,3316
2025-06-05,3241
2025-06-06,3323
2025-06-07,4055
2025-06-08,4041
2025-06-09,3489
2025-06-10,3314
2025-06-11,3111
2025-06-12,3160
2025-06-13,3125
